,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
61,C-312847,US,AR,34.5435,-92.2176,ICP-MS,07/14/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.28,3.2,175.0,0.5,0.05,0.1,46.6,5.7,20.0,5.0,6.5,0.66,3.47,0.04,0.02,0.3,19.1,12,0.06,244.0,0.53,0.07,6.5,6.2,120,18.1,21.4,0.01,0.5,2,0.2,1.4,19.5,0.1,5.2,0.19,0.2,1.5,28.0,0.3,8.3,17.0,,link
62,C-312862,US,AR,33.8857,-92.0338,ICP-MS,07/15/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.47,4.9,265.0,0.7,0.08,0.1,41.3,3.2,22.0,5.0,7.0,1.26,6.27,0.02,0.02,0.6,19.4,13,0.12,111.0,0.81,0.11,8,4.8,170,16.5,39.6,0.02,0.54,3.7,0.4,0.8,30.6,0.1,7.6,0.2,0.3,2.3,47.0,0.5,8.2,22.0,,link
63,C-312378,US,AR,34.2351,-93.622,ICP-MS,07/12/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.41,4.3,288.0,1.1,0.16,0.2,48.6,7.3,19.0,5.0,8.7,1.22,5.7,0.04,0.03,0.59,21.8,12,0.14,490.0,0.49,0.1,5.5,15.1,440,20.2,44.3,0.02,0.38,4,0.2,1,32.7,0.1,6,0.14,0.3,1.8,36.0,0.4,11.9,48.0,,link
64,C-312352,US,AR,34.9936,-91.7811,ICP-MS,07/09/08,Planted/Cultivated,Pasture/Hay,,0-5,,4.77,5.7,277.0,1.3,0.15,0.1,60.9,7.9,54.0,5.0,16.5,2.58,11.1,0.01,0.04,0.66,27.6,22,0.27,148.0,0.91,0.23,7.2,15.0,260,18.8,52,0.02,0.67,7.4,0.3,1.2,38.9,0.1,9.5,0.24,0.5,2.2,77.0,0.3,16,39.0,,link
65,C-312332,US,AR,35.9428,-91.565,ICP-MS,07/07/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.75,12.7,180.0,1.2,0.36,0.1,39.2,,35.0,5.0,47.7,1.45,4.76,0.03,0.02,0.38,17.3,13,0.12,1170.0,1.39,0.06,4.8,26.3,520,17.6,31.2,0.03,0.73,3.3,0.3,0.7,22.9,0.1,4.8,0.14,0.4,2.2,46.0,0.5,15,43.0,,link
66,C-312387,US,AR,36.2949,-90.8774,ICP-MS,07/01/08,Planted/Cultivated,Row Crops,,0-5,,2.82,4.9,413.0,1.1,0.22,0.3,59.5,10.4,33.0,5.0,14.0,1.4,7.42,0.02,0.03,1.3,29.5,16,0.19,728.0,0.73,0.37,8.4,15.2,610,22.8,56.7,0.02,0.71,5.2,0.4,1,61.8,0.1,8.8,0.2,0.5,3.1,51.0,0.7,17.8,55.0,,link
67,C-312342,US,AR,34.9823,-92.8768,ICP-MS,07/09/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.85,5.2,170.0,1.2,0.07,0.1,42.1,7.7,41.0,5.0,4.6,1.4,5.24,0.02,0.02,0.36,18.8,15,0.08,1080.0,0.57,0.07,6.7,10.4,320,14.9,32.7,0.01,0.51,3.9,0.4,0.8,19,0.1,6.5,0.18,0.2,2.1,44.0,0.6,11.6,30.0,,link
68,C-312399,US,AR,36.2184,-92.9668,ICP-MS,07/02/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.75,7.5,356.0,0.8,0.22,0.2,118,,40.0,5.0,13.0,2,8.03,0.03,0.03,0.68,38.9,23,0.15,,1.23,0.14,9.3,22.0,570,50.4,57.5,0.02,0.92,4.9,0.4,1.3,34.3,0.8,9.4,0.25,0.5,2.5,67.0,0.9,25.3,36.0,,link
69,C-312362,US,AR,33.4986,-93.6927,ICP-MS,07/11/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.04,1.9,172.0,0.3,0.1,0.1,27.5,1.5,22.0,5.0,16.5,0.52,2.54,0.01,0.02,0.41,13.3,9,0.05,81.0,0.29,0.08,6.1,3.4,710,9.3,22.8,0.01,0.25,1.5,0.2,0.4,22.3,0.1,4.3,0.18,0.2,1.2,18.0,0.4,4.4,27.0,,link
70,C-312360,US,AR,36.2553,-92.7958,ICP-MS,07/02/08,Planted/Cultivated,Pasture/Hay,,0-5,,0.67,1.4,129.0,0.3,0.29,0.1,17.2,3.5,18.0,5.0,13.6,0.35,1.72,0.01,0.02,0.24,8.3,6,0.13,533.0,0.36,0.06,2,3.9,490,8.4,13.2,0.02,0.17,1,0.2,0.2,14.5,0.1,2.1,0.05,0.1,0.9,13.0,0.3,4.4,50.0,,link
71,C-312327,US,AR,35.8657,-90.245,ICP-MS,07/08/08,Planted/Cultivated,Row Crops,,0-5,,3.65,6.1,624.0,1.0,0.7,0.3,33,9.0,24.0,5.0,10.2,1.1,7.92,0.01,0.02,1.4,17.6,9,0.23,346.0,0.35,1.03,4,19.2,470,14.4,55.4,0.02,0.63,3.5,0.3,0.5,173,0.1,4.2,0.11,0.4,1.8,40.0,0.4,11.5,34.0,,link
72,C-312330,US,AR,34.0539,-94.0363,ICP-MS,07/10/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.03,4.3,106.0,0.5,0.13,0.1,29.2,2.9,34.0,5.0,42.6,1.67,5.24,0.01,0.02,0.31,14.2,19,0.12,98.0,0.64,0.03,5.5,5.6,1030,10.8,30.6,0.02,0.43,3.9,0.4,0.8,23.9,0.1,6,0.15,0.2,1.8,41.0,0.4,7.4,37.0,,link
73,C-351747,US,AZ,31.9037,-109.6289,ICP-MS,06/22/10,Planted/Cultivated,Row Crops,,0-5,,6.68,3.5,566.0,,0.68,0.1,121,5.2,11.0,9,11.7,1.9,19,0.01,0.05,4.34,61.3,30,0.3,479.0,1.62,2.01,31.2,4.9,470,23.9,214,0.01,0.59,4.9,0.2,2.8,137,0.1,26.9,0.34,1,4.7,31.0,2,30.7,76.0,,link
74,C-351463,US,AZ,33.697,-112.1444,ICP-MS,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,6.03,8.5,,1.6,3.14,0.1,78,15.5,86.0,5.0,30.9,3.52,14.4,0.01,0.04,1.39,37.1,24,1.3,750.0,0.69,1.59,12.8,43.0,950,19.1,72.2,0.02,0.97,12.2,0.2,1.5,420,0.1,8.3,0.4,0.4,2,94.0,1.1,19.5,62.0,,link
75,C-351665,US,AZ,31.7555,-109.7459,ICP-MS,06/23/10,Planted/Cultivated,Fallow,,0-5,,6.52,6.0,758.0,1.9,0.44,0.4,57.7,7.2,16.0,11,,2.28,14.7,0.02,0.13,3.63,30.9,28,0.36,944.0,1.64,1.45,10.5,8.3,390,39.9,169,0.05,0.86,5.1,0.3,2.4,158,0.3,15.2,0.2,1.4,3.4,43.0,3.5,15.6,98.0,,link
76,C-351604,US,AZ,32.4501,-111.745,ICP-MS,06/25/10,Planted/Cultivated,Fallow,,0-5,,6.95,6.4,,,0.75,0.2,68.6,8.8,17.0,8,,2.3,16.6,0.01,0.05,3.14,37.6,32,0.7,510.0,1.9,1.3,11.6,13.8,380,27.9,141,0.02,,8.5,0.2,2.1,206,0.2,11.2,0.24,0.7,2.5,50.0,2.4,21.6,78.0,,link
77,C-351606,US,AZ,33.0738,-111.9797,ICP-MS,07/06/10,Planted/Cultivated,Fallow,,0-5,,7.06,10.4,719.0,2.7,1.4,0.3,72.3,10.5,20.0,12,45.5,2.51,17.1,0.01,0.05,2.67,34.6,39,0.97,633.0,1.13,1.24,11.1,15.0,640,35.0,133,0.03,,9.7,0.2,1.8,261,0.1,13.9,0.25,0.8,3,54.0,2.9,20.6,79.0,,link
78,C-358486,US,CA,33.501,-117.6508,ICP-MS,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.62,2.7,,1.2,1.44,0.3,93.2,5.7,22.0,5.0,25.3,2.57,12.8,0.01,0.04,2.14,44.7,14,0.43,883.0,0.77,1.6,8.6,5.1,330,16.6,81.6,0.02,0.38,8.9,0.2,1.6,202,0.1,25.5,0.73,0.5,3.7,57.0,0.2,27.5,81.0,,link
79,C-355623,US,CA,36.23,-120.571,ICP-MS,06/25/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,7.16,11.5,639.0,1.7,1.28,0.1,37.2,15.9,74.0,5.0,48.9,4.01,14.9,,0.06,1.76,18.2,43,1.19,834.0,0.88,1.19,6.6,59.3,1090,12.7,74.6,0.03,1.19,15.5,0.2,1.5,136,0.1,6.5,0.32,0.4,1.8,115.0,1,17.4,102.0,,link
80,C-355625,US,CA,38.9538,-121.7548,ICP-MS,07/14/10,Planted/Cultivated,Row Crops,,0-5,,8.72,12.8,658.0,1.8,0.98,0.5,35.6,,114.0,5.0,,5.71,19,0.05,0.08,1.17,17.5,49,1.69,695.0,0.64,0.83,6.5,,660,14.2,66.7,0.02,0.9,23.4,0.3,1.4,109,0.1,5.1,0.42,0.4,2.9,,1,21.5,,,link
81,C-355629,US,CA,37.7711,-120.8518,ICP-MS,07/08/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,7.17,5.2,,2.1,2.25,0.2,36.8,5.7,16.0,5.0,21.2,2.21,14.2,0.04,0.02,2.08,19.5,12,0.48,405.0,0.69,2.3,6.7,11.1,570,29.1,73.5,0.03,0.63,4.9,0.2,1.5,444,0.1,6.2,0.24,0.3,1.9,57.0,0.6,9.8,74.0,,link
82,C-355632,US,CA,36.219,-118.814,ICP-MS,06/28/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,6.2,6.5,,1.8,1.41,0.1,34.1,7.5,20.0,5.0,13.1,2.52,13.7,0.04,0.05,2.04,17.9,19,0.71,713.0,1.4,1.57,9.8,8.7,630,16.0,86.6,0.03,0.62,8.4,0.2,2.1,119,0.1,7.5,0.23,0.5,2,51.0,1.1,17.2,80.0,,link
83,C-355585,US,CA,36.3364,-121.2118,ICP-MS,06/23/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.52,5.6,701.0,1.4,1.57,0.7,35.5,8.7,81.0,5.0,17.1,2.12,11,,0.03,2.02,18.4,21,1.19,367.0,1.25,1.4,6.7,58.7,1050,19.9,74.1,0.08,0.64,7.2,,1.3,220,0.1,6.1,0.23,0.4,2.1,45.0,0.7,12.2,80.0,,link
84,C-355587,US,CA,35.3084,-118.8592,ICP-MS,06/19/10,Planted/Cultivated,Fallow,,0-5,,7.79,14.2,,1.7,2.44,0.3,39.3,6.9,13.0,5.0,16.1,2.03,16.9,,0.04,1.66,20.6,14,0.59,362.0,1.24,2.34,6.4,7.8,610,14.5,55.4,0.05,1.59,8.4,0.2,1.5,296,0.1,6.2,0.24,0.4,1.7,46.0,1,15.1,63.0,,link
85,C-355597,US,CA,35.0493,-120.3036,ICP-MS,06/22/10,Planted/Cultivated,Fallow,,0-5,,5.95,4.2,,1.6,0.78,,35.7,3.9,19.0,5.0,12.4,1.09,10.6,0.01,0.02,2.72,18.3,11,0.23,384.0,1.83,1.69,8.7,13.7,500,14.6,99.4,0.04,0.6,3.7,0.2,1,219,0.1,6.3,0.22,0.6,2.3,32.0,0.8,10.3,39.0,,link
86,C-355604,US,CA,38.453,-122.8256,ICP-MS,07/05/10,Planted/Cultivated,Fallow,,0-5,,3.88,6.5,347.0,0.8,0.44,0.1,23.9,17.6,102.0,5.0,15.2,1.51,6.3,,0.02,0.65,9.5,18,0.26,849.0,0.34,1.4,6.9,37.5,550,18.0,28.7,0.04,0.65,5.6,0.2,2.2,76.3,0.1,3,0.36,0.1,1.1,52.0,0.5,9.9,42.0,,link
87,C-358489,US,CA,33.65,-117.6009,ICP-MS,06/02/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,7.63,15.1,,1.9,1.58,0.5,52.6,10.1,34.0,6,,3.62,17.7,,0.11,2.2,26.4,49,0.77,487.0,1.75,1.41,10,19.1,1290,27.2,102,0.05,1.64,11.2,0.6,4.7,226,0.1,11.2,0.35,0.7,4.2,77.0,1.9,20.4,,,link
88,C-355683,US,CA,36.156,-119.3,ICP-MS,06/26/10,Planted/Cultivated,Row Crops,,0-5,,7.37,6.5,711.0,1.8,2.44,0.2,53.8,11.2,43.0,6,28.3,3.29,16.1,0.01,0.05,2.13,27.8,44,1.82,748.0,0.88,1.91,11,23.9,1840,14.2,103,0.08,0.75,10.6,0.2,2.1,280,0.1,12.1,0.34,0.6,3.8,81.0,1.8,20.1,126.0,,link
89,C-355685,US,CA,37.079,-120.964,ICP-MS,07/07/10,Planted/Cultivated,Row Crops,,0-5,,5.65,3.6,632.0,1.2,0.85,0.2,34,7.9,41.0,5.0,18.0,1.95,11.2,0.02,0.03,1.77,18.4,22,0.53,384.0,0.54,1.52,7,33.9,540,12.5,65.4,0.02,0.93,7.8,0.2,1.4,145,0.1,7.8,0.24,0.4,1.9,57.0,1,12.7,61.0,,link
90,C-355686,US,CA,39.188,-122.043,ICP-MS,07/14/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,8.03,9.1,563.0,1.3,1.03,0.3,33.8,,124.0,5.0,,4.93,17.3,0.05,0.06,1.29,16.3,50,1.76,867.0,0.95,1.35,6.7,,910,15.1,55.8,0.03,0.97,21.1,0.3,5.5,131,0.1,5.3,0.4,0.4,2.8,,0.9,20.5,113.0,,link
91,C-358490,US,CA,34.045,-118.063,ICP-MS,06/11/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,7.92,14.2,,1.8,4.42,0.7,57.1,16.2,38.0,5.0,,4.23,18.4,,0.08,2.17,28.5,25,1.37,949.0,0.97,2.34,10.8,25.4,1210,,76.9,0.03,,12.5,0.2,51.4,475,0.1,7.4,0.41,0.4,1.3,90.0,2.3,19.6,,,link
92,C-355663,US,CA,38.541,-121.9767,ICP-MS,07/05/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,4.92,4.9,776.0,0.9,1.26,0.2,26.9,10.0,,5.0,31.9,1.88,9.54,0.03,0.03,1.64,14.3,17,0.47,505.0,0.65,1.31,5.2,57.9,2430,45.8,54.6,0.05,,6.8,0.2,2.2,204,0.1,3.8,0.23,0.2,1.1,59.0,0.8,10.7,113.0,,link
93,C-355667,US,CA,37.5301,-121.9183,ICP-MS,07/06/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,6.1,4.4,723.0,1.3,1.34,0.3,33,6.9,38.0,5.0,21.4,1.82,12.1,0.03,0.03,1.63,18.2,17,0.47,342.0,0.61,1.65,5,17.1,1250,20.5,53.8,0.02,0.51,7.4,0.2,1,325,0.1,5.3,0.23,0.3,1.7,51.0,0.8,13.2,43.0,,link
94,C-355744,US,CA,37.1653,-121.639,ICP-MS,07/07/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.59,8.1,526.0,1.4,0.75,0.2,32.5,13.9,102.0,5.0,26.7,2.53,12.3,,0.04,1.32,17,34,1.08,470.0,0.77,1.36,7,,760,19.0,59,0.03,1.22,10,0.2,1.5,110,0.1,6.1,0.21,0.3,1.7,71.0,0.9,12.8,73.0,,link
95,C-355746,US,CA,35.9487,-119.7555,ICP-MS,06/26/10,Planted/Cultivated,Fallow,,0-5,,6.68,2.9,725.0,2.3,1.84,0.1,31.6,4.0,6.0,5.0,5.8,0.95,15.4,0.01,0.02,2.54,17.5,14,0.4,203.0,0.69,2.25,6.3,10.6,550,14.1,95,0.02,0.46,4.1,0.2,0.9,356,0.1,4.9,0.13,0.5,1.4,30.0,0.8,8.9,30.0,,link
96,C-359052,US,CA,37.121,-120.7084,ICP-MS,07/07/10,Planted/Cultivated,Row Crops,,0-5,,7.27,4.4,760.0,1.8,1.67,0.1,48.1,9.1,37.0,5.0,34.0,2.62,16.5,0.01,0.04,1.96,25.2,28,0.69,406.0,1.69,1.93,11.2,24.3,350,18.1,112,0.03,0.82,8.9,0.2,1.3,301,0.1,13.5,0.3,0.5,5.7,64.0,3.3,17.1,80.0,,link
97,C-355700,US,CA,36.542,-121.284,ICP-MS,06/25/10,Planted/Cultivated,Small Grains,,0-5,,6.41,3.8,,1.3,0.68,0.2,28.6,5.3,21.0,5.0,8.9,1.37,13.2,0.02,0.02,2.99,16.6,19,0.24,611.0,0.61,1.2,8.9,15.6,680,20.0,107,0.01,0.39,3.8,0.2,1.2,225,0.1,8.3,0.18,0.5,2.1,28.0,0.6,6.7,50.0,,link
98,C-355702,US,CA,38.635,-121.971,ICP-MS,07/05/10,Planted/Cultivated,Row Crops,,0-5,,8.11,13.1,,1.6,1.12,0.2,42.2,17.8,68.0,6,48.4,4.1,17.2,0.03,0.06,1.69,21.1,54,1.04,814.0,0.68,1.24,7.9,49.3,650,16.0,86,0.02,1.52,16.2,0.2,3,198,0.1,7.2,0.37,0.5,2,,1.2,17.4,112.0,,link
99,C-355817,US,CA,34.4778,-118.7691,ICP-MS,06/12/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.73,2.1,,1.7,1.25,,43.7,2.8,5.0,5.0,4.8,0.81,11.4,0.01,0.02,2.54,23.4,7,0.19,156.0,3.07,1.88,5.8,7.8,1400,14.0,78.5,0.05,0.4,2.9,0.6,0.6,269,0.1,6.2,0.14,0.5,1.7,25.0,0.3,12.7,22.0,,link
100,C-355825,US,CA,34.9288,-120.5233,ICP-MS,06/23/10,Planted/Cultivated,Row Crops,,0-5,,6.96,6.2,,2.2,1.12,0.6,59.7,5.5,10.0,5.0,13.6,1.69,14,0.03,0.04,2.89,31.5,20,0.41,304.0,1.09,1.98,10.1,11.9,1030,17.7,97.5,0.14,0.69,5.6,0.3,1.4,261,0.1,9.7,0.22,0.6,2.3,42.0,0.8,16.2,46.0,,link
101,C-355788,US,CA,38.3503,-121.2308,ICP-MS,07/13/10,Planted/Cultivated,Fallow,,0-5,,5.06,2.9,431.0,1.4,1.07,0.2,33.3,9.2,66.0,5.0,20.4,2.12,10.7,0.03,0.04,1.04,17.7,13,0.41,363.0,0.77,0.81,7.4,31.6,1010,12.2,44.4,0.08,0.64,10.5,0.2,1,158,0.1,5.1,0.33,0.2,1.5,77.0,0.7,12.3,57.0,,link
102,C-355793,US,CA,38.799,-123.024,ICP-MS,07/15/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,5.93,14.5,528.0,2.2,0.23,0.1,40.4,14.0,54.0,5.0,23.5,3.13,13.2,,0.05,1.25,22,42,0.56,507.0,0.64,1.12,8.6,47.9,460,14.5,61.1,0.01,0.83,9,0.2,1.4,142,0.1,7,0.25,0.4,1.8,74.0,0.9,16.1,60.0,,link
103,C-355794,US,CA,36.1099,-119.0791,ICP-MS,06/26/10,Planted/Cultivated,Small Grains,,0-5,,8.03,6.0,692.0,2.5,1.7,0.2,53.3,11.8,49.0,5,17.1,2.98,16.9,0.01,0.05,1.88,27.4,31,1,687.0,0.8,1.61,11,26.0,380,15.8,88.9,0.01,0.83,11.5,0.2,2.3,212,0.1,12.2,0.34,0.5,2.7,77.0,1.4,20.3,65.0,,link
104,C-355801,US,CA,34.3917,-118.0815,ICP-MS,06/12/10,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,8.59,1.4,,1.2,1.08,0.1,14.6,2.6,6.0,5.0,6.6,1.13,18.3,0.01,0.02,1.91,6.8,3,0.22,415.0,0.22,5.06,4.5,4.8,270,16.8,13.6,0.01,0.13,2.1,0.2,0.4,526,0.1,0.9,0.14,0.1,0.2,26.0,0.2,4.2,31.0,,link
105,C-355810,US,CA,36.961,-120.51,ICP-MS,07/07/10,Planted/Cultivated,Row Crops,,0-5,,6.5,4.7,730.0,1.8,2.23,0.2,34.8,6.6,20.0,5.0,10.6,1.85,13.4,0.01,0.03,1.92,19.9,29,0.72,351.0,0.68,1.59,6.4,14.3,490,13.9,80.2,0.04,0.55,6.2,0.2,1.1,288,0.1,8.6,0.19,0.4,4.8,46.0,1.8,11.2,52.0,,link
106,C-319472,US,CO,38.6507,-104.7334,ICP-MS,06/09/08,Planted/Cultivated,Pasture/Hay,,0-5,,6.3,6.9,634.0,1.9,0.69,,75.3,11.5,42.0,7,24.0,2.8,17.2,0.04,0.07,2.46,37.3,32,0.77,482.0,1.41,0.81,16.3,20.8,1010,46.8,112,0.05,1.21,9.2,,3.5,142,0.3,13.5,0.28,0.7,3,87.0,1.4,21.4,112.0,,link
107,C-319477,US,CO,38.9534,-104.0828,ICP-MS,06/04/08,Planted/Cultivated,Pasture/Hay,,0-5,,5.69,3.2,,1.5,1.08,0.6,61.2,9.8,25.0,5.0,15.5,2.58,14.6,0.05,0.07,2.21,26.9,20,0.57,913.0,0.88,1.59,15.5,9.7,580,36.7,81.1,0.03,0.86,7.8,0.2,2.7,229,0.1,8.1,0.31,0.4,3,50.0,1.3,16.8,78.0,,link
108,C-319315,US,CO,40.7201,-107.1205,ICP-MS,08/07/08,Planted/Cultivated,Pasture/Hay,,0-5,,6.18,7.9,,1.8,0.66,,79.9,13.4,47.0,6,23.7,3.1,18.3,0.02,0.04,2.05,37.7,42,0.65,826.0,4.54,0.74,12.7,20.1,1110,25.3,146,0.05,0.8,8.7,,1.7,167,0.1,11.2,0.31,0.8,6.1,78.0,1.3,19,97.0,,link
109,C-319321,US,CO,38.3994,-102.2435,ICP-MS,06/20/08,Planted/Cultivated,Row Crops,,0-5,,6.56,6.5,679.0,1.9,0.92,0.4,85.7,9.8,35.0,5.0,22.5,2.67,19.4,0.02,0.04,2.25,42.5,27,0.86,492.0,1.35,0.87,15.3,19.7,680,21.0,111,0.02,0.87,8.3,0.3,1.7,190,0.1,14.5,0.31,0.7,2.8,70.0,1.2,22.5,74.0,,link
110,C-319344,US,CO,39.8871,-103.0921,ICP-MS,06/25/08,Planted/Cultivated,Small Grains,,0-5,,5.1,2.8,737.0,1.5,0.55,0.3,71,5.9,17.0,5.0,12.3,1.47,15.1,0.01,0.03,2.41,37.1,15,0.35,362.0,0.72,1.08,11.6,7.5,470,22.7,107,0.02,0.4,4.8,0.2,1.1,171,0.1,12.2,0.22,0.6,2.5,36.0,1,16.8,43.0,,link
111,C-319366,US,CO,37.6019,-105.9272,ICP-MS,06/12/08,Planted/Cultivated,Pasture/Hay,,0-5,,7.15,4.1,,1.8,1.95,0.2,86.7,9.6,13.0,5.0,13.6,2.86,18.7,0.01,0.04,3.34,45.3,16,0.51,680.0,1.31,2.23,17.3,5.5,1150,21.2,111,0.02,0.62,7,0.2,1.6,409,0.1,14.4,0.36,0.6,4,64.0,1.2,24.4,70.0,,link
112,C-319468,US,CO,37.7322,-102.224,ICP-MS,06/20/08,Planted/Cultivated,Small Grains,,0-5,,5.44,7.0,707.0,1.5,2.81,0.3,71,8.9,30.0,5.0,16.9,2.25,13.6,0.02,0.04,2.15,35.2,24,0.74,424.0,1.12,0.84,13.5,15.6,730,20.3,87.7,0.02,0.8,6.9,0.3,2.8,194,0.1,13.3,0.28,0.6,2.8,69.0,1.1,19.7,61.0,,link
113,C-319465,US,CO,40.0942,-102.9093,ICP-MS,06/23/08,Planted/Cultivated,Pasture/Hay,,0-5,,4.45,1.6,728.0,1.2,0.56,0.1,47.8,2.6,10.0,5.0,5.8,0.87,10.1,0.01,0.02,2.6,24.8,8,0.18,198.0,0.35,1.16,12,3.8,340,20.3,93.2,0.01,0.25,2.6,0.2,1.8,166,0.1,10.2,0.14,0.6,1.9,20.0,0.5,10.8,22.0,,link
114,C-319471,US,CO,39.9565,-104.4443,ICP-MS,06/26/08,Planted/Cultivated,Small Grains,,0-5,,4.97,5.6,712.0,1.4,0.59,0.2,76.6,6.4,24.0,5.0,11.8,1.69,12.4,0.02,0.04,2.52,38.5,17,0.43,312.0,0.73,0.78,12,11.6,460,23.7,100,0.01,0.52,5.4,0.2,2.5,146,0.1,15.2,0.21,0.6,2.9,48.0,1,16.4,45.0,,link
115,C-319390,US,CO,40.4972,-102.2723,ICP-MS,06/23/08,Planted/Cultivated,Small Grains,,0-5,,5.07,2.1,735.0,1.4,0.76,0.3,58.4,5.6,15.0,5.0,10.8,1.39,13.2,0.01,0.02,2.46,31.1,15,0.37,361.0,0.63,1.11,10.4,7.4,470,23.7,105,0.02,0.45,4.9,0.2,1.2,198,0.1,10.5,0.2,0.6,2.3,32.0,0.9,16.6,45.0,,link
116,C-319340,US,CO,40.1084,-104.835,ICP-MS,09/19/08,Planted/Cultivated,Pasture/Hay,,0-5,,6.04,3.2,691.0,2.2,0.89,0.4,112,7.9,27.0,5.0,22.4,2.37,19.8,0.03,0.06,2.68,53.4,22,0.56,432.0,0.94,1.09,24.1,11.9,740,33.4,144,0.05,0.44,7.7,0.3,2.3,214,0.1,17.8,0.26,0.8,4.7,48.0,1.3,27.9,94.0,,link
117,C-319399,US,CO,40.6234,-102.4377,ICP-MS,06/23/08,Planted/Cultivated,Small Grains,,0-5,,5.48,3.1,709.0,1.5,0.8,0.4,77.1,7.9,23.0,5.0,15.4,1.77,15.1,0.02,0.04,2.3,39.8,18,0.46,493.0,0.87,1.1,13.5,11.2,540,24.4,107,0.02,0.57,5.9,0.2,1.6,204,0.1,14.1,0.24,0.7,3.1,40.0,1.3,21.1,54.0,,link
118,C-300120,US,CT,41.2768,-73.0257,ICP-MS,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,6.53,5.4,432.0,2.2,0.27,0.3,62.5,15.9,83.0,5.0,29.6,3.89,15.3,,0.06,1.86,30.5,46,1.16,848.0,0.92,0.83,10.2,43.7,1200,,104,0.05,0.43,14.8,0.5,3.1,76.5,0.1,9.3,0.4,0.5,2.4,101.0,1.1,16.2,114.0,,link
119,C-300129,US,CT,41.7146,-72.5546,ICP-MS,07/12/07,Planted/Cultivated,Row Crops,,0-5,,4.53,4.2,295.0,1.2,0.51,0.1,45.4,4.0,24.0,5.0,14.8,1.75,8.01,,0.03,1.13,22.3,14,0.31,457.0,0.46,1.25,4.5,8.1,1210,19.1,42.7,0.01,0.17,6.4,0.4,1,80.4,0.1,7.4,0.2,0.2,1.9,42.0,0.4,11.5,36.0,,link
120,C-300160,US,CT,41.6848,-72.7439,ICP-MS,07/12/07,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,4.49,4.4,288.0,1.5,0.47,0.1,43.9,6.6,28.0,5.0,20.8,1.9,11.1,0.05,0.04,1.17,20.1,21,0.44,481.0,0.53,1.46,5.4,11.8,680,30.5,53.1,0.02,0.31,8.8,0.3,1.7,79.8,0.1,6.4,0.18,0.3,1.8,51.0,0.7,12.5,47.0,,link
121,C-320925,US,DE,39.0333,-75.4846,ICP-MS,07/09/08,Planted/Cultivated,Small Grains,,0-5,,3.69,5.0,557.0,1.3,0.17,0.1,72.7,4.6,24.0,5.0,6.8,1.35,9.66,0.03,0.02,1.32,42.6,14,0.16,310.0,0.63,0.29,9.6,9.8,520,22.6,64.8,0.02,0.33,4.4,0.2,1.4,83.4,0.1,4.6,0.28,0.4,1.4,34.0,0.5,27,38.0,,link
